Subject,Course ID,Course Name,Catalog Description,Terms,Forms,Prerequisites,fix
English,EN567,Voices in the Family,"Courses 501 and 502 introduce new Fifth Form students to writing about personal experience and literature. In the fall, students will write weekly personal essays, creative pieces, and some literary analyses; however, in the winter term, primary emphasis will be given to the development of the critical writing skills needed for college-level literature courses. Students who have demonstrated a clear proficiency in expository and critical writing in the fall may be permitted to enroll in other English electives in winter. Grants: Honors NCAA;   Terms: T1;   Forms: V",T1,V,,
English,EN572,Current Avant Garde Lit.,"Students will be exposed to a wide selection of the very most recent avant garde writing, including novels, short stories, poems, graphic novels, books as art, altered books, children's books, hypertext fiction, essays, reviews, journals, and articles, as well as works that are in totally new genres altogether. Rather than spend the term on only two or three longer works, students will read shorter works and excerpts from longer works, so as to expose them to the incredibly wild and wonderful variety of avant garde writing that is being done today. Works such as Anne Carson's Nox, Brian Selznick's The Invention of Hugo Cabret, R.M. Berry's Avant-Garde and the Question of Literature, Craig Thompson's Blankets, Jonathan Lethem's story Lostronaut in the New Yorker, works of Mark Danielewski, Shelley Jackson, Carole Maso, Lynda Barry, Tao Lin, Deb Olin Unferth, Amelia Gray, Cecilia Vicuna, and the like. Grants: Honors;   Terms: T2;   Forms: V",T2,V,,
English,EN575,Poetry Workshop,"In this workshop-based writing course, students will read widely in contemporary poetry and write occasional critical papers, but the focus of the course will be producing their own work. Students will write roughly a poem a week, which they will share with the rest of the class in a workshop setting, offering and receiving constructive critique. Students can expect to write a variety of different kinds of poems, as well as two pieces of analytical/critical writing: a review of a book by a contemporary poet and an analytical ""Introduction"" to an imaginary volume of Selected Poems by a second poet. While the department recommends that students take a variety of electives-writing vs. literature, different genres, periods, and themes-students may take both Poetry Seminar in the winter and Poetry Workshop in the spring. Grants: Honors NCAA;   Terms: T3;   Forms: V",T3,V,,
English,EN599,Ind. Study: English,"Students with special interests they wish to explore outside the regular program of courses may apply to drop one course for one term and use the time for independent study. This may involve research or creative work; normally it will culminate in a paper, exhibit, or performance of some kind. Work in such projects is treated exactly like work in regular courses: a final grade is given; students must meet regularly (at least once a week) with their advisor; they must have tangible progress to report at each meeting. Grants: Honors;   Terms: T1 or T2 or T3;   Forms: V","T1,T2,T3",V,,
History,HU204,Humanities - Cultural Studies,"Cultural Studies introduces students to China and India through an investigation of each culture's political institutions, economic and social structures, and philosophical and religious values. In the process, students examine the reasons why societies evolve as they do, and scrutinize the historical roots of current conflicts and controversies. An equally important objective of the course is to hone the skills historians use to make meaning of the past. Students learn to read primary and secondary texts strategically and critically; ask great questions; research honestly and effectively; and analyze, construct and present compelling arguments on paper and at the Harkness table. Terms: All;   Forms: II",all,II,,
History,HI301,Forces That Shaped The Modern World,Through this course students will develop an awareness of ideas and cultural patterns that began to emerge in the fifteenth century that challenged traditional authorities and ways of thinking that have shaped the modern world. This course will also introduce students to both the disciplinary skills and modes of inquiry that historians use in order to help students understand the world in which they live. Grants: NCAA;   Terms: All;   Forms: III,all,III,,
History,HI404,U.S. History,"The United States History course traces the development of American political, social, economic, and cultural history from the colonial period to contemporary times. The course introduces students to the main issues that are necessary for understanding, interpreting, and analyzing modern society. Students will also complete a research paper pertinent to American history on a topic of their choice as a culminating exercise. You must sign up for HI405 and HI406 for Winter and Spring. Grants: NCAA;   Terms: All;   Forms: IV Prereqs: HI301",all,IV,HI301,
History,HI451,Economics,"This one-term survey introduces general economic concepts and how they apply to everyday life. Students will look at how markets operate to reconcile supply and demand, the role of interest groups and government in forming economic policies, the importance of advertising and brand image, and the diversity of financial markets. Special attention is devoted to the causes and possible remedies for economic cycles as well as the consequences of increased globalization and international trade. Grants: NCAA;   Terms: T1 or T2 or T3;   Forms: IV or V Prereqs: HI301","T1,T2,T3","IV,V",HI301,
History,HI505,Topics in Intellectual History,"Intellectual history is that branch of history that deals with the rise and evolution of ideas in their historical context. This history seminar traces the evolution of ideas about free will, community, freedom, and citizenship by exploring the works of several historically significant authors whose avowed goal was to awaken the complacent and challenge previously held assumptions. Through daily Harkness discussions based on close readings of the texts and a final research paper, students will explore the great books of the past and seek their own answers to some of history's vexed questions. Texts will include Giovanni Pico della Mirandola's Oration on the Dignity of Man, Niccolò Machiavelli's The Prince, Thomas More's Utopia, John Locke's Essay Concerning Toleration, Voltaire's Candide, Nietzsche's Ecce Homo, Virginia Woolf's A Room of One's Own, George Orwell's 1984, and Freud's Civilization and its Discontents. Grants: Honors;   Terms: T3;   Forms: V Prereqs: HI404",T3,V,HI404,
History,HI507,History Of Latin America Since 1791,"The goal of this course is to introduce students to some of the major developments in Latin American history since independence. The course will be structured around some central questions that are relevant to Latin America as a region, as well as case studies of individual countries. Students will write a research paper in this course in lieu of a final exam. Grants: Honors;   Terms: T1;   Forms: IV or V Prereqs: HI404",T1,"IV,V",HI404,
History,HI511,Honors U.S. History,"The Honors United States History course traces the development of American political, social, economic, and cultural history from the Colonial period to contemporary times. The course introduces students to the main issues that are necessary for understanding, interpreting, and analyzing modern society. It includes exercises that will prepare students to take the AP United States History Examination in the spring term. You must sign up for HI512 and HI513 for Winter and Spring. Grants: Honors NCAA;   Terms: All;   Forms: IV or V Prereqs: HI301",all,"IV,V",HI301,
History,HI515,Advanced Research Seminar,"This course will deal largely with 19th and 20th century Japan. Emphasis will be placed on life in Japan and its rapid modernization and expansion through World War II, and special attention will be given to Japan's rise to major world status in the post-World War II era. Cultural development will be studied through readings in Japanese poetry and prose literature. Films will be used to more fully explore Japanese history and culture.  Grants: Honors NCAA;   Terms: T3;   Forms: IV or V Prereqs: HI301",T3,"IV,V",HI301,
History,HI521,Honors Government,"This is a year-long course that introduces students to the fundamental principles of American Government. Topics include the philosophical foundations of the American political system; its constitutional structure; and its major governing institutions. The course also includes an extended unit of study on landmark Supreme Court cases in the history of American Constitutional Law. A secondary goal of the course is to compare America's system of government to alternative political models that exist in other nations, although students who are primarily interested in Foreign Policy, International Relations, and the study of regimes outside the United States should explore other course offerings in the History Department. Note: While the course is not explicitly designed with AP test preparation in mind, much of the material we will cover is tested on the AP American Politics exam. And students will be in a position to take that AP Exam if they so choose. You must sign up for HI522 and HI523 for Winter and Spring. Grants: Honors NCAA;   Terms: All;   Forms: V Prereqs: HI404",all,V,HI404,
History,HI527,Lincoln,"Abraham Lincoln, 16th President of the United States, is a study in contradictions. Humble and self-educated, he left a legacy of enduring eloquence. A backwoods brawler in his youth, he became a solitary and melancholy figure as President. Politically pragmatic at the most common level, he put principle above all else when it counted most. Widely disparaged and reviled at the peak of his political career, he became in death a national hero. This course uses primary sources-Lincoln's own letters, speeches and reflections-in an attempt to extract the man from the myths that have encrusted him, and to examine the role of both man and myth in American history. Grants: Honors NCAA;   Terms: T1 or T2;   Forms: V Prereqs: HI404","T1,T2",V,HI404,
History,HI530,European History: The Renaissance,"The idea that the Renaissance was an age of the rebirth of civilization has come under considerable historical revisionism. This course will focus on this historical question by examining the Renaissance context of the growth of trade, the rise of humanism, and the art of the Renaissance Masters.  Grants: Honors;   Terms: T1;   Forms: IV or V Prereqs: HI301",T1,"IV,V",HI301,
History,HI531,European History: The Age of Revolutions,"This course will examine the 19th century social, economic, and political revolutions, their origins in the Reformation and Enlightenment, and the consequent rise of egalitarianism, industrialization, democratization, constitutionalism and global trade. Grants: Honors;   Terms: T2;   Forms: IV or V Prereqs: HI301",T2,"IV,V",HI301,
History,HI532,European History: The Totalitarian State,"This course is designed to enable students to gain a more complete understanding of totalitarianism and the modern totalitarian state. By examining several examples in detail (such as Nazi Germany, Stalinist Russia, Maoist China, and Kim Il-sung's North Korea), we shall seek to understand the totalitarian state's historical origins, its ideological foundations, and degree to which it was able to perpetuate itself over time. In particular we shall examine the destructive nature of such states and why they have created so much havoc and misery since their inception. In examining their development, we shall also focus on why most have failed-and why some have survived. At term's end we shall consider the future of the totalitarian state in the contemporary world. Grants: Honors;   Terms: T3;   Forms: IV or V Prereqs: HI301",T3,"IV,V",HI301,
History,HI551,Honors Economics,"This course is limited to students with a strong academic record, particularly in mathematics. Candidates must have successfully completed calculus, or be taking it in their senior year, and must have demonstrated a degree of academic commitment consistent with honors-level demands. The course takes the students through a rigorous survey of microeconomics and macroeconomics. Consistent with an accelerated college-level approach to economics, the course relies on mathematical tools to explain theory. Students who complete this course will be prepared to take the AP exams in both macroeconomics and microeconomics. You must sign up for HI552 and HI553 for Winter and Spring. Grants: Honors NCAA;   Terms: All;   Forms: V Prereqs: HI404",all,V,HI404,
History,HI572,U.S. Foreign Policy: 1945-Present,"This course will survey U.S. Foreign Policy (1945-present). Topics will include the creation of the postwar international system, origins of the cold war, the policy of containment in Vietnam and Korea, arms control during the Nixon and Carter administrations, and the end of the Cold War. Primary emphasis will be on America's involvement in global economic and political events. We will also explore the post Cold War World, particularly America's role in a rapidly changing world and how U.S. policy has met these challenges. Grants: Honors;   Terms: T3;   Forms: V Prereqs: HI404",T3,V,HI404,
History,HI573,American Studies: The 1960s,"From the days of Camelot to the violence of Kent State, the United States underwent a series of crises that shook the country and led us to understand this nation differently. The liberal consensus of the 1950s contextualizes a more complex and critical view of the United States and the world. This course will examine the Civil Rights Movement, Vietnam, the Cultural Revolution, and the Women's Movement from a political and cultural perspective in order to better understand that era and or time currently.  Grants: Honors NCAA;   Terms: T1;   Forms: V Prereqs: HI404",T1,V,HI404,
History,HI575,The American Presidency,"Heclo and Salamon in The Illusion of Presidential Government state, ""Nothing about the presidency is as simple as it seems...the office is more than a man, but less than a fixed institution. It is a place where an uncommon person is expected to act on the concerns of the common people, to lead without being power hungry, to manage without seeming manipulative, and to speak for a nation that never expresses itself with one voice."" This course will examine the constitutional origins of the office and the evolution of the presidency. Grants: Honors NCAA;   Terms: T1 or T3;   Forms: V Prereqs: HI404","T1,T3",V,HI404,
History,HI576,History Of Modern China,"This course will deal largely with 19th and 20th century Japan. Emphasis will be placed on life in Japan and its rapid modernization and expansion through World War II, and special attention will be given to Japan's rise to major world status in the post-World War II era. Cultural development will be studied through readings in Japanese poetry and prose literature. Films will be used to more fully explore Japanese history and culture.  Grants: Honors NCAA;   Terms: T3;   Forms: IV or V Prereqs: HI301",T3,"IV,V",HI301,
History,HI577,History Of Japan,"This course will deal largely with 19th and 20th century Japan. Emphasis will be placed on life in Japan and its rapid modernization and expansion through World War II, and special attention will be given to Japan's rise to major world status in the post-World War II era. Cultural development will be studied through readings in Japanese poetry and prose literature. Films will be used to more fully explore Japanese history and culture.  Grants: Honors NCAA;   Terms: T3;   Forms: IV or V Prereqs: HI301",T3,"IV,V",HI301,
History,HI579,"A ""House Divided"": The Civil War Era","This course seeks to examine America's most divisive war in considerable depth. In particular, we will try to answer key questions about the nature of the war, such as: Why did compromise between North and South fail in the 1850s? Was secession legal? Why did it take Abraham Lincoln until late 1862 to make emancipation a war goal? Why did the North win? Why did the South lose? To what degree was it a ""total war""? Was it a just war? Various sources shall be employed in seeking a more comprehensive understanding of the conflict, such as primary documents, historical essays, documentary and commercial films, music, literature, and art. The class may take a trip to the Gettysburg Battlefield if time and schedules allow. Grants: Honors NCAA;   Terms: T2;   Forms: V Prereqs: HI404",T2,V,HI404,
History,HI580,Canadian Studies,"The Honors United States History course traces the development of American political, social, economic, and cultural history from the Colonial period to contemporary times. The course introduces students to the main issues that are necessary for understanding, interpreting, and analyzing modern society. It includes exercises that will prepare students to take the AP United States History Examination in the spring term. You must sign up for HI512 and HI513 for Winter and Spring. Grants: Honors NCAA;   Terms: All;   Forms: IV or V Prereqs: HI301",all,"IV,V",HI301,
History,HI585,Topics In History Of Women And Gender,"What was it like to be a woman in the past? How did being female determine one's choices? What role did women play in some of the significant historical events of the modern period? What is gained by focusing on women's experiences of historical periods and events? Who or what decides what is appropriate behavior for women and for men, and why? This course is an introduction to the study of women as historical subjects and to the changing notions of gender through historical periods. It will include a consideration of the methodological issues that have shaped the recent practice of women's history and will look specifically at the variety of women's roles in the Unitied States in the 19th and 20th centuries. Grants: Honors NCAA;   Terms: T2;   Forms: V Prereqs: HI404",T2,V,HI404,
History,HI587,Reporting Vietnam,"This discussion-based course asks: What is history, and how do we write it? It is less a history of the Vietnam War than a history of how the press covered it. Journalists often claim that their work is the first rough draft of history. In Vietnam, their work-both in print and on television-was controversial and influential. Students in this course will study that work in order to address questions such as: Was the press a spectator, or did it become part of the drama? Did journalists capture history's first rough draft, or did they leave behind a record that is ultimately tainted? Did the correspondents do what was right, and if so, right for whom? Were they professionals, or were they subversives? If their work was not the first rough draft of history, then what was it? Did the press ""lose"" Vietnam? Did the rise of television turn the role of the journalist more into the role of performer? What was the impact of photography? Students will study original source material. Their work will be judged by their skill conducting class discussions, the depth of their analysis in several essays, and a final paper. Grants: Honors NCAA;   Terms: T3;   Forms: V Prereqs: HI404",T3,V,HI404,
History,HI599,Ind. Study: History,"Students with special interests they wish to explore outside the regular program of courses may apply for an independent study. This may involve research or creative work; normally it will culminate in a paper, exhibit, or performance of some kind. Work in such projects is treated exactly like work in regular courses: a final grade is given; students must meet regularly (at least once a week) with their advisor; they must have tangible progress to report at each meeting. Grants: Honors;   Terms: T1 or T2 or T3;   Forms: All Prereqs: HI404","T1,T2,T3","IV,V",HI404,
Interdisciplinary,IN504,Legal Practice And Procedures,"This course is intended as the main conduit to the Lawrenceville Mock Trial Team and, as such, has as its practical goal the preparation of students to participate in those competitions. On a more broad front the course seeks to educate students on both the principles of the American legal system and the ways those principles are expressed during the course of an actual litigation. The course will take up differences between civil and criminal litigation; the rules of direct vs. cross-examination; and the definitions of various rules of evidence like hearsay. What, for instance, is its definition, and what might be considered exceptions to that rule? Students should expect to read extensively and closely the details of an individual case and to write a number of openings, closings, and witness statements. They will also be expected to master the rules of courtroom procedure and to engage in extensive role-playing. Grants: Honors Interdisciplinary NCAA** 1IN/1EN Cr.;   Terms: T1;   Forms: V;  Prereqs: EN401 **IMPORTANT: This is NCAA approved as a Social Science and can not be counted towards the English requirement for NCAA",T1,V,EN401,
Interdisciplinary,IN505,"Emotionology: Hope, Fear, Love","What are emotions? Do emotions reside in the body or in the mind? Which aspects of our emotional experience are universal, and which are culturally specific? This interdisciplinary course draws upon insights and methodologies from the core disciplines of English, history, and science. During each week of the term, we will explore recent breakthroughs that researchers across those three disciplines have generated about particular emotions: hope, laughter, fear, love, surprise, disgust, and so on. First, we will examine recent insights into emotion generated by neuroscientists and evolutionary biologists. Do emotions have an evolutionary purpose? Do people control their moods and passions, or do people’s moods and passions control them? Second, we will explore what historians have revealed about the role that emotions play in people’s social and political lives. How have norms related to the expression of emotion changed in recent years? Which emotions are most important in modern democracies? Third, we will examine how literary fictions are able to generate emotion in readers. How are fictional texts able to ""move"" readers emotionally? And how can fictional texts move people to take action within the real world? Grants: Honors Interdisciplinary 1IN/1EN Cr.;  NCAA;  Terms: T2;   Forms: V",T2,V,,
Interdisciplinary,IN506,Ex Nihilo: Postmodern Literature,"What is the meaning of life? At the turn of the century, many poets and playwrights looked around them at a world in crisis: war loomed over Europe, and the established order offered no solace. Feelings of despair and alienation prevailed. Life seemed meaningless and absurd. This course will explore the evolution of existentialism, with emphasis on seminal works of prose and drama by such authors as Dostoyevsky, Sartre, Beckett, Camus, and Kafka, as well as essays by Kierkegaard, Buber, and Sartre. As we continue to read, discuss, and grow our understanding of philosophical tenets, students will explore the advantages of allowing for permeable boundaries between the disciplines of English and philosophy. The course's essential questions are designed to tie these two disciplines together so we do not forget that literature invites itself to be used as a mirror of our experience-it's the very nature of the genre to be self-reflective. As Camus reminds us, ""If the world were clear, art would not exist"". Students will demonstrate their understanding of the readings in critical writing, creative writing, seminar, and performance-based pieces followed by a lively question-and-answer session. Grants: Honors Interdisciplinary NCAA 1IN/1EN Cr.;   Terms: T1;   Forms: V",T1,V,,
Interdisciplinary,IN508,Shakespeare: The Problem Plays,"The critical studies that swirl around Measure for Measure and All's Well That Ends Well reflect the diversity of theory and the controversy that close study of these manuscripts continues to generate in the field of Shakespeare scholarship. Both plays end in an uneasy sense of comedy, an edgy feeling that the happy ending has some dark underpinning that audiences cannot and should not overlook. Though not officially designated as a member of this trio, The Taming of the Shrew offers similar feelings of discomfort. The problem plays in general concern themselves with the difference between seeming and being and with identities that have been masked in various forms of trickery and deception. All involve much morally murky ground for their characters. In addition, scholars point out puzzling questions of authorship in these plays: were they revised by Shakespeare's contemporaries or ""borrowed"" from other contemporary dramatists? Students will engage in an interdisciplinary investigation into how issues of performance can extend and clarify understandings derived from literary analysis. Students will demonstrate their understandings of the plays in critical essays, one or two recitation pieces, production plans, and a performance-based final exam. Grants: Honors Interdisciplinary NCAA 1IN/1EN Cr.;   Terms: T2;   Forms: V",T2,V,,
Interdisciplinary,IN509,Literature in Society,"What can an artwork tell us about an historical period’s politics, economics, and culture?  What can History tell us about the events, forms, and styles that help compose a piece of art?  How can we combine our historical and literary inquiries to produce robust understandings of world cultures?  What room is left for individual genius?  This year-long course uses history to inform literary interpretation and literature to enrich our understanding of specific times and places.  In a strategically linked English and History curriculum, students will develop the reading, writing, and thinking skills essential for strong disciplinary thinking while learning to first differentiate and then integrate the disciplines, creating interpretations unavailable to History or English alone, all while gaining skills in aesthetic appreciation and cultural understanding.  This course satisfies both the V Form English and Interdisciplinary graduation requirements, and we hope to take a Spring Break trip to extend our course-work. Grants: Honors Interdisciplinary 3IN/3EN Cr.;   Terms: All;   Forms: V",all,V,,
Interdisciplinary,IN510,Linguistics: Dr. Johnson To Dr. Chomsky,"We investigate the astonishing properties of language. Students lead the analysis of subjects that may include lexicography, theories of the origins of language, syntax and semantics, etymology, phonetic transcription, universal grammar, slang and dialect, neurolinguistics, and artificial intelligence. We begin with an examination of Samuel Johnson's production of the 1755 Dictionary of the English Language. We then read selected chapters from a standard linguistics textbook followed by a careful examination of classic essays by language theorists like Ferdinand de Saussure, Charles Sanders Peirce, and Roman Jakobson, then modern investigators such as Noam Chomsky, John Searle, Gerald Edelman, Derek Bickerton, Terrance W. Deacon, Oliver Sacks, and Steven Pinker. Students write three papers and conduct a term-end linguistic research project of their own devising. Grants: Honors Interdisciplinary NCAA 1IN/1EN Cr.;   Terms: T2;   Forms: V",T2,V,,
Interdisciplinary,IN511,Modern Thought And Literature,"Courses 501 and 502 introduce new Fifth Form students to writing about personal experience and literature. In the fall, students will write weekly personal essays, creative pieces, and some literary analyses; however, in the winter term, primary emphasis will be given to the development of the critical writing skills needed for college-level literature courses. Students who have demonstrated a clear proficiency in expository and critical writing in the fall may be permitted to enroll in other English electives in winter. Grants: Honors NCAA;   Terms: T1;   Forms: V",T1,V,,
Interdisciplinary,IN512,Heuristics,"A spring-term interdisciplinary elective that meets four times a week for double-periods. All work takes place during class. There are no out-of-class assignments. Each week is a separate unit organized around a key concept. Freud's theory of the unconscious mind, Heisenberg's Uncertainty Principle, Chomsky's theory of Universal Grammar, Natural Law as envisioned by Thomas Aquinas, Coleridge's notion of the ""willing suspension of disbelief,"" Jack Kerouac's vision of a global felahim, ""degeneration"" in immunology, or homeostasis as defined by Claude Bernard are all possible examples. These concepts are powerful gears within their own disciplines, and generally prized as the truffles in the candy box of thought. But can they be usefully applied to problems beyond the boundaries of their native discipline? We will select ten, gain a rich, non-trivial understanding of one of these early each week, explore its uses and implications mid-week, and close the week by attempting individually to discover a novel application for the concept beyond the confines of its home court. Grants: Honors Interdisciplinary 1IN/1EN Cr.;   Terms: T3;   Forms: V",T3,V,,
Interdisciplinary,IN514,Women & Poverty in the Developing World,"This is a unique course combining the study of poverty in the classroom with real community service. Poverty in the Developing World is a two trimester course that examines the historic, economic, and cultural roots as well as the impact of poverty in the developing world. In particular we will try to understand how poverty impacts women and families. We will study many of the different approaches taken to alleviating poverty—from big aid programs to microfinance and more, looking at the strengths and weaknesses of each and the lessons we can learn along the way. The course will then turn to poverty in the US and especially Mercer County, exploring how local issues are similar or different from those studied in the developing world.   As part of this section of the course we will engage in service learning in Trenton during our extended block and during other significant out-of-class experiences.   In turn, this service will deeply inform our understanding of poverty and the poor communities throughout the world. The course will culminate in students devising a plan of action for addressing a specific aspect of poverty in the world and may lead to a trip to Tanzania to plan and build a school and/or a trip to India over spring break. Grants: Honors Interdisciplinary 1IN/2HI Cr.;   Terms: T2 and T3;   Forms: IV or V","T2,T3","IV,V",,
Interdisciplinary,IN516,Russia: History and Memory,"This course is an opportunity to explore not only the history of Russia, but also its rich culture, including Russian art, music, architecture, literature and language. The span of time covered will be from Kievan Rus in the 10th century through the present day, including the rule of the tsars of Russia, the Russian Revolution and the fall of communism. Particular attention will be given to the late 1800's, the time widely recognized as Russia's Golden Age, when Dostoevsky, Tolstoy, Tchaikovsky, Borodin, Rimsky-Korsakov and the great Itinerant painters were all creating great works of Russian literature, music and art. Grants: Honors Interdisciplinary 1IN/1HI Cr.;   Terms: T2;   Forms: IV or V Prereqs: HI301",T2,"IV,V",HI301,
Interdisciplinary,IN517,Russian Language and History,"Courses 501 and 502 introduce new Fifth Form students to writing about personal experience and literature. In the fall, students will write weekly personal essays, creative pieces, and some literary analyses; however, in the winter term, primary emphasis will be given to the development of the critical writing skills needed for college-level literature courses. Students who have demonstrated a clear proficiency in expository and critical writing in the fall may be permitted to enroll in other English electives in winter. Grants: Honors NCAA;   Terms: T1;   Forms: V",T1,V,,
Interdisciplinary,IN520,Africa: Then and Now,"What has happened to Africa? For one of the wealthiest continents in the world in terms of natural resources, why the current famine, poverty, and destabilization? The goal of this course is to look critically at Africa's history from the time period preceding the Arab and European slave trade to get a sense of Africa in the Middle Ages, a period of great power, advancement, and wealth, and then work forward along the timeline to evaluate the development within Africa once impacted by the age of European exploration, colonialism, imperialism, and the independence movements. Throughout the course the class will be responsible for current events reporting so that we can constantly evaluate the impact of Africa's past on its current status.  Grants: Honors Interdisciplinary 1IN/1HI Cr.;   Terms: T1;   Forms: IV or V Prereqs: HI301",T1,"IV,V",HI301,
Interdisciplinary,IN521,Interpreting The Ancient Maya,"Courses 501 and 502 introduce new Fifth Form students to writing about personal experience and literature. In the fall, students will write weekly personal essays, creative pieces, and some literary analyses; however, in the winter term, primary emphasis will be given to the development of the critical writing skills needed for college-level literature courses. Students who have demonstrated a clear proficiency in expository and critical writing in the fall may be permitted to enroll in other English electives in winter. Grants: Honors NCAA;   Terms: T1;   Forms: V",T1,V,,
Interdisciplinary,IN522,The Middle East - Myth And History,"This course will focus on common misunderstandings and misperceptions of the cultures and religions that meet at the complex crossroads of the Middle East, through an examination of the historical record and cultural interactions from varying points of view. By taking this course focused on the history, religions and cultures of the Middle East, the students will gain a broader world view of this critical and complex region of the world. For students to more fully understand the modern Middle East, they must investigate the roots of conflict and misunderstanding by understanding the historical memory of the peoples that coexist in this complex region and looking through various cultural lenses. Grants: Honors Interdisciplinary NCAA 1IN/1HI Cr.;   Terms: T1 or T3;   Forms: IV or V Prereqs: HI301","T1,T3","IV,V",HI301,
Interdisciplinary,IN524,Immigration Stories/Theories,"There is a limit to our powers of assimilation, and when it is exceeded, the country suffers from something very much like indigestion, bemoaned The New York Times over a century ago, in the middle of the greatest wave of immigration this country had yet seen. Since then, the United States has become the refuge, the workplace and the home to millions of immigrants, legal and illegal, from countries near and far. What explains this massive influx of people? And what are its implications, both for the immigrants who leave home, family and history behind to reinvent themselves in America and for America itself? Can this nation of immigrants continue to absorb, economically and socially, wave upon wave of newcomers? Can we afford not to? In this two-term interdisciplinary course, interdisciplinary course, students will explore these questions through the lenses of history, economics, memoir and literature. Grants: Honors Interdisciplinary NCAA 2IN/1HI/1EN Cr.;   Terms: T1 and T2;   Forms: IV or V Prereqs: HI301","T1,T2","IV,V",HI301,
Interdisciplinary,IN526,Honors French: Versailles,"The palace and gardens of Versailles, as well as the art, poetry, music, and literature that it spawned, continue to delight visitors, spectators, and readers today. In the 17th century. Louis XIV undertook the construction not only of a palace, but also of a country: the palace and gardens of Versailles are the physical manifestation of Louis XIV's creation of the cultural and geographical France we know today. This course will use Versailles-the château, gardens, and court etiquette-to focus an exploration of the inspiring, intoxicating and, at times dangerous, intersection of art, science, politics, and literature in 17th century France. Students will study the historical period of Louis XIV's reign, read the poetry of La Fontaine as well as excerpts of plays by Molière, conduct research on a topic of their choosing, and prepare both written and oral presentations. Grants: Honors Interdisciplinary 1IN/1LA Cr.;   Terms: T2;   Forms: All Prereqs: LA404 or LA492",T2,all,"LA404,LA492",
Interdisciplinary,IN527,Advanced Spanish: Community Outreach,"Courses 501 and 502 introduce new Fifth Form students to writing about personal experience and literature. In the fall, students will write weekly personal essays, creative pieces, and some literary analyses; however, in the winter term, primary emphasis will be given to the development of the critical writing skills needed for college-level literature courses. Students who have demonstrated a clear proficiency in expository and critical writing in the fall may be permitted to enroll in other English electives in winter. Grants: Honors NCAA;   Terms: T1;   Forms: V",T1,V,,
Interdisciplinary,IN528,Honors Spanish:  Politics & Poetry,"This interdisciplinary course explores Nicaragua and its unique link: politics and poetry. Covering a chronological view of historical events and poets, students will read primary documents, discuss and write about events and topics, and participate in several group and individual projects using Spanish. Some select, lengthy history readings may be done in English. Available to IVth and Vth Forms only.  Grants: Honors Interdisciplinary 1IN/1LA Cr.;   Terms: T2;   Forms: IV or V Prereqs: HI301 and LA494 or LA495 or LA496",T2,"IV,V","HI301-LA494,LA495,LA496",
Interdisciplinary,IN530,Honors Calculus AB with Physics,"The sequence covers the fundamental concepts of differential and integral calculus. Methods for determining the derivatives and integrals of elementary functions will be introduced, skill with those methods developed, and applications of the derivative and integral explored. Applications will include velocity and acceleration in rectilinear motion, extreme values, concavity, related rates, area, and volumes of revolution. Considerable emphasis will be placed upon applying the calculus techniques to physical models, in connection with the companion course, Honors Physics with Calculus. Grants: Honors Interdisciplinary NCAA 1IN/3MA Cr.;   Terms: All;   Forms: IV or V Prereqs: MA407 or MA421",all,"IV,V","MA407,MA421",
Interdisciplinary,IN531,Honors Physics With Calculus,"This is a full year, honors level introductory laboratory course in physics incorporating calculus, which will be learned concurrently in Calculus AB with Physics, MA507. Students develop an understanding of basic physical principles and enhance their understanding of calculus through physical applications. Primary topics include translational and rotational motion, waves and sound, electromagnetism, AC and DC circuits, and thermodynamics. Given the interdisciplinary approach used in learning physics and calculus in this course, one Interdisciplinary credit will be given. Some independent study is required of students preparing for the SAT II in Physics. Grants: Honors Interdisciplinary NCAA 1IN/3SC Cr.;   Terms: All;   Forms: IV or V Prereqs: MA 407 or MA421 and SC321 coreq with MA507",all,"IV,V","MA407,MA421-SC321-MA507*",
Interdisciplinary,IN532,Honors Math Seminar: Infinity,"The ancient Greeks grappled with the paradoxes of infinity. Are there more natural numbers than even natural numbers? Are the numbers that require infinite time to describe different than numbers like 7 and 68? If space and time are made of discrete bits or moments, what exists between those bits and moments? Is mathematics created by humans in response to our sensory experience or are we discovering eternal truths that abide in some extra-sensory realm? How does all this relate to our conceptions of the physical universe, language, and artificial intelligence? In this course, students will study the intriguing mathematics of Pythagoras, Cantor, Godel, and others. They will then invoke their skills as historians and inter-disciplinary thinkers to understand the rather dramatic shift in the discipline of mathematics in the mid-20th century. Mathematical argument (proof), Harkness discussion, and maintaining a class blog will be daily expectations. Each student is expected to produce an independent term end project. Grants: Honors Interdisciplinary 1IN/1MA Cr.;   Terms: T2;   Forms: III or IV or V Prereqs: MA504 or MA507 or MA521 and (MA511 or MA527 complete or concurrent)",T2,"II,IV,V","MA504,MA507,MA521-(MA511,MA527,MA511*,MA527*)",
Interdisciplinary,IN534,Popular Music In America,"What is American popular music? This course will trace the evolution of music as cultural product in the U.S. We will seek to understand what is meant by the term ""popular"" in relation to developing musical styles, and how those practices have been important for the rise of an entertainment industry in this country. We will also look at how popular music has been used as a marker for identity (including class, race, and gender) throughout our history. Grants: Honors Interdisciplinary 1IN/1PA Cr.;   Terms: T3;   Forms: IV or V Prereqs: PA201 or PA301 or PA304 or PA310 or PA330",T3,"IV,V","PA201,PA301,PA304,PA310,PA330",
